,MASS: 4.6551e-10 SIZE: 5.6e-06,
FORCE:0.45,10.01
FORCE:0.5,10.01
FORCE:0.75,10.01
FORCE:1,8.63
FORCE:1.5,7.06
FORCE:2,6.28
FORCE:2.25,5.96
