,NO.: 120MASS: 1.7372e-12 SIZE: 5.691e-06,,NO.: 130MASS: 1.8819e-12 SIZE: 5.8449e-06
FORCE:0.45,2.245,2.245
FORCE:0.5,2.115,2.235
FORCE:0.75,1.755,1.855
FORCE:1,1.495,1.495
FORCE:1.5,1.245,1.265
FORCE:2,1.095,1.145
FORCE:2.25,1.015,1.055
