,NO.: 120MASS: 1.7372e-12 SIZE: 5.691e-06,,NO.: 130MASS: 1.8819e-12 SIZE: 5.8449e-06
FORCE:0.45,1.515,1.52
FORCE:0.5,1.425,1.415
FORCE:0.75,1.155,1.205
FORCE:1,1.025,1.005
FORCE:1.5,0.81,0.845
FORCE:2,0.72,0.695
FORCE:2.25,0.665,0.675
