,NO.: 120MASS: 4.6551e-10 SIZE: 5.6e-06,,NO.: 130MASS: 4.6551e-10 SIZE: 5.6e-06
FORCE:0.45,1.355,1.365
FORCE:0.5,1.295,1.325
FORCE:0.75,1.05,1.045
FORCE:1,0.915,0.915
FORCE:1.5,0.745,0.755
FORCE:2,0.645,0.65
FORCE:2.25,0.635,0.625
