F:\Uni\Simulations\SwarmSimulation
41,0,0,0,0,0[-0.000940645070765265 -0.000378433386131117;-0.000947800725821028 -0.000399221042053972;-0.000946216012420228 -0.000340104004876682],[9.15899287374525e-06 0;9.15899287374525e-06 0;9.15899287374525e-06 0]
70,0,0,0,0,0[-0.00094004062978353 -0.000378433386131117;-0.000947196284839294 -0.000399221042053972;-0.000945611571438493 -0.000340104004876682],[1.83179857474905e-05 0;1.83179857474905e-05 0;1.83179857474905e-05 0]
86,0,0,0,0,0[-0.000939573568104696 -0.000378433386131117;-0.00094672922316046 -0.000399221042053972;-0.000945144509759659 -0.000340104004876682],[2.74769786212357e-05 0;2.74769786212357e-05 0;2.74769786212357e-05 0]
101,0,0,0,0,0[-0.000938987155536059 -0.000378433386131117;-0.000946142810591822 -0.000399221042053972;-0.000944558097191022 -0.000340104004876682],[3.6635971494981e-05 0;3.6635971494981e-05 0;3.6635971494981e-05 0]
188,0,0,0,0,0[-0.000935186165108146 -0.000378433386131117;-0.000942341820163909 -0.000399221042053972;-0.000940757106763109 -0.000340104004876682],[4.57949643687262e-05 0;4.57949643687262e-05 0;4.57949643687262e-05 0]
200,0,0,0,0,0[-0.000934307384786031 -0.000378433386131117;-0.000941463039841795 -0.000399221042053972;-0.000939878326440994 -0.000340104004876682],[5.49539572424715e-05 0;5.49539572424715e-05 0;5.49539572424715e-05 0]
212,0,0,0,0,0[-0.00093353796286119 -0.000378433386131117;-0.000940693617916953 -0.000399221042053972;-0.000939108904516153 -0.000340104004876682],[6.41129501162168e-05 0;6.41129501162168e-05 0;6.41129501162168e-05 0]
233,0,0,0,0,0[-0.000931998979256367 -0.000378433386131117;-0.00093915463431213 -0.000399221042053972;-0.00093756992091133 -0.000340104004876682],[7.3271942989962e-05 0;7.3271942989962e-05 0;7.3271942989962e-05 0]
280,0,0,0,0,0[-0.000928124966767655 -0.000378433386131117;-0.000935280621823418 -0.000399221042053972;-0.000933695908422618 -0.000340104004876682],[8.24309358637073e-05 0;8.24309358637073e-05 0;8.24309358637073e-05 0]
295,0,0,0,0,0[-0.000926751173738649 -0.000378433386131117;-0.000933906828794413 -0.000399221042053972;-0.000932322115393612 -0.000340104004876682],[9.15899287374525e-05 0;9.15899287374525e-05 0;9.15899287374525e-05 0]
313,0,0,0,0,0[-0.000925038614249592 -0.000378433386131117;-0.000932194269305355 -0.000399221042053972;-0.000930609555904555 -0.000340104004876682],[0.000100748921611198 0;0.000100748921611198 0;0.000100748921611198 0]
328,0,0,0,0,0[-0.000923279376543679 -0.000378433386131117;-0.000930435031599442 -0.000399221042053972;-0.000928850318198642 -0.000340104004876682],[0.000109907914484943 0;0.000109907914484943 0;0.000109907914484943 0]
343,0,0,0,0,0[-0.00092149253719756 -0.000378433386131117;-0.000928648192253323 -0.000399221042053972;-0.000927063478852523 -0.000340104004876682],[0.000119066907358688 0;0.000119066907358688 0;0.000119066907358688 0]
356,0,0,0,0,0[-0.000919826516170217 -0.000378433386131117;-0.000926982171225981 -0.000399221042053972;-0.00092539745782518 -0.000340104004876682],[0.000128225900232434 0;0.000128225900232434 0;0.000128225900232434 0]
