F:\Uni\Simulations\SwarmSimulation
0.028,0.021,0.021,0,1.5079e-11,0,0,3.5635e-08,-0.00094858
0.046,0.045,0.024,0,1.5079e-11,7.5232e-15,0,3.5739e-06,-0.00094858
0.058,0.058,0.013,0,1.5079e-11,7.5451e-13,0,0.00019755,-0.00094852
0.079,0.079,0.021,0,1.5079e-11,4.1705e-11,0,0.00017462,-0.00094108
0.142,0.099,0.02,0.041,1.5079e-11,3.6865e-11,0,0.00014901,-0.00093781
0.16,0.118,0.019,0.041,1.5079e-11,3.1458e-11,0,0.00011954,-0.00093521
0.173,0.132,0.014,0.041,1.5079e-11,2.5238e-11,0,8.394e-05,-0.00093368
0.194,0.153,0.021,0.041,1.5079e-11,1.7721e-11,0,3.641e-05,-0.00093248
0.212,0.171,0.018,0.041,1.5079e-11,7.6867e-12,0,0.00020547,-0.00093219
0.241,0.2,0.029,0.041,1.5079e-11,4.3378e-11,0,0.00018335,-0.00092228
0.253,0.212,0.012,0.041,1.5079e-11,3.8707e-11,0,0.00015883,-0.00092014
0.289,0.248,0.036,0.041,1.5079e-11,3.3532e-11,0,0.00013097,-0.00091575
0.301,0.26,0.012,0.041,1.5079e-11,2.765e-11,0,9.8032e-05,-0.00091423
0.317,0.275,0.015,0.041,1.5079e-11,2.0696e-11,0,5.6054e-05,-0.00091307
0.335,0.294,0.019,0.041,1.5079e-11,1.1834e-11,0,0.00018457,-0.00091251
0.365,0.324,0.03,0.041,1.5079e-11,3.8966e-11,0,0.0001602,-0.00090393
0.381,0.34,0.016,0.041,1.5079e-11,3.3821e-11,0,0.00013256,-0.00090147
0.411,0.37,0.03,0.041,1.5079e-11,2.7984e-11,0,9.9947e-05,-0.00089827
0.432,0.391,0.021,0.041,1.5079e-11,2.11e-11,0,5.862e-05,-0.00089641
0.465,0.424,0.033,0.041,1.5079e-11,1.2376e-11,0,0.00018315,-0.00089555
0.479,0.438,0.014,0.041,1.5079e-11,3.8665e-11,0,0.00015861,-0.00089261
0.503,0.462,0.024,0.041,1.5079e-11,3.3484e-11,0,0.00013071,-0.00088931
0.516,0.474,0.012,0.041,1.5079e-11,2.7596e-11,0,9.7718e-05,-0.00088783
0.533,0.492,0.018,0.041,1.5079e-11,2.063e-11,0,5.5626e-05,-0.00088651
0.552,0.511,0.019,0.041,1.5079e-11,1.1744e-11,0,0.00018483,-0.00088588
0.58,0.539,0.028,0.041,1.5079e-11,3.9021e-11,0,0.00016049,-0.00087804
0.593,0.552,0.013,0.041,1.5079e-11,3.3882e-11,0,0.00013289,-0.00087602
0.625,0.584,0.032,0.041,1.5079e-11,2.8055e-11,0,0.00010035,-0.00087286
0.637,0.596,0.012,0.041,1.5079e-11,2.1185e-11,0,5.917e-05,-0.00087173
0.657,0.616,0.02,0.041,1.5079e-11,1.2492e-11,0,0.0001829,-0.00087123
0.697,0.655,0.039,0.041,1.5079e-11,3.8613e-11,0,0.00015832,-0.00085939
0.716,0.675,0.02,0.041,1.5079e-11,3.3425e-11,0,0.00013039,-0.00085635
0.73,0.689,0.014,0.041,1.5079e-11,2.7527e-11,0,9.7322e-05,-0.00085466
0.751,0.709,0.02,0.041,1.5079e-11,2.0546e-11,0,5.509e-05,-0.00085319
0.764,0.723,0.014,0.041,1.5079e-11,1.163e-11,0,0.00018518,-0.00085263
0.783,0.74,0.017,0.041,1.5079e-11,3.9095e-11,0.33333,0.00016088,-0.00084813
