F:\Uni\Simulations\SwarmSimulation
0.028,0.021,0.021,0,1.5079e-11,0,0,3.5635e-08,-0.00094106
0.043,0.043,0.022,0,1.5079e-11,7.5232e-15,0,3.5739e-06,-0.00094105
0.055,0.054,0.011,0,1.5079e-11,7.5451e-13,0,0.00019755,-0.00094101
0.087,0.087,0.033,0,1.5079e-11,4.1705e-11,0,0.00017462,-0.00092488
0.11,0.11,0.023,0,1.5079e-11,3.6864e-11,0,0.000149,-0.00092105
0.214,0.13,0.02,0.063,1.5079e-11,3.1457e-11,0,0.00011954,-0.00091829
0.406,0.15,0.02,0.255,1.5079e-11,2.5237e-11,0,8.3933e-05,-0.0009162
0.474,0.17,0.02,0.304,1.5079e-11,1.772e-11,0,3.6402e-05,-0.00091488
0.51,0.205,0.035,0.304,1.5079e-11,7.685e-12,0,0.00020548,-0.00091506
0.527,0.222,0.017,0.304,1.5079e-11,4.3379e-11,0,0.00018335,-0.00091087
0.547,0.242,0.02,0.304,1.5079e-11,3.8708e-11,0,0.00015883,-0.00090746
0.562,0.258,0.016,0.304,1.5079e-11,3.3532e-11,0,0.00013098,-0.00090508
0.584,0.279,0.021,0.304,1.5079e-11,2.7652e-11,0,9.8036e-05,-0.00090271
0.682,0.299,0.02,0.383,1.5079e-11,2.0697e-11,0,5.6054e-05,-0.00090106
0.706,0.323,0.024,0.383,1.5079e-11,1.1834e-11,0,0.00018456,-0.00090032
0.721,0.338,0.015,0.383,1.5079e-11,3.8964e-11,0,0.00016019,-0.00089695
0.759,0.375,0.037,0.383,1.5079e-11,3.3819e-11,0,0.00013254,-0.00089214
0.802,0.418,0.043,0.383,1.5079e-11,2.7982e-11,0,9.9929e-05,-0.00088713
0.839,0.455,0.037,0.383,1.5079e-11,2.1096e-11,0,5.859e-05,-0.00088395
0.882,0.498,0.043,0.383,1.5079e-11,1.2369e-11,0,0.00018315,-0.00088246
0.96,0.518,0.02,0.441,1.5079e-11,3.8667e-11,0,0.00015861,-0.00087822
1.011,0.569,0.051,0.441,1.5079e-11,3.3485e-11,0,0.00013072,-0.00087173
1.075,0.589,0.02,0.485,1.5079e-11,2.7597e-11,0,9.7719e-05,-0.00086922
1.123,0.638,0.049,0.485,1.5079e-11,2.063e-11,0,5.5617e-05,-0.00086641
1.153,0.668,0.03,0.485,1.5079e-11,1.1742e-11,0,0.00018482,-0.00086513
1.191,0.706,0.038,0.485,1.5079e-11,3.9018e-11,0,0.00016048,-0.000855
1.211,0.726,0.02,0.485,1.5079e-11,3.3879e-11,0,0.00013287,-0.00085192
1.271,0.785,0.059,0.485,1.5079e-11,2.8051e-11,0,0.00010033,-0.00084648
1.321,0.836,0.051,0.485,1.5079e-11,2.118e-11,0,5.9119e-05,-0.00084208
1.387,0.856,0.02,0.529,1.5079e-11,1.2481e-11,0,0.00018292,-0.00084106
1.461,0.893,0.037,0.529,1.5079e-11,3.8618e-11,1,0.00015835,-0.00083006
