0.029,0.021,0.021,0,2.26E-11,0,0,5.35E-08,-0.00094189
0.044,0.043,0.022,0,2.26E-11,1.13E-14,0,5.34E-06,-0.00094189
0.055,0.054,0.011,0,2.26E-11,1.13E-12,0,0.0002323,-0.00094181
0.105,0.104,0.05,0,2.26E-11,4.90E-11,0,0.00021252,-0.00090441
0.116,0.115,0.011,0,2.26E-11,4.49E-11,0,0.00019107,-0.00090209
0.144,0.143,0.028,0,2.26E-11,4.03E-11,0,0.00016744,-0.00089751
0.161,0.159,0.016,0,2.26E-11,3.53E-11,0,0.00014086,-0.00089494
0.186,0.184,0.025,0,2.26E-11,2.97E-11,0,0.00010992,-0.00089194
0.2,0.199,0.015,0,2.26E-11,2.32E-11,0,7.19E-05,-0.00089043
0.222,0.221,0.022,0,2.26E-11,1.52E-11,0,0.00017911,-0.00088946
0.236,0.234,0.013,0,2.26E-11,3.78E-11,0,0.00015408,-0.00088672
0.255,0.253,0.019,0,2.26E-11,3.25E-11,0,0.00012547,-0.00088414
0.283,0.281,0.028,0,2.26E-11,2.65E-11,0,9.13E-05,-0.00088121
0.295,0.294,0.013,0,2.26E-11,1.93E-11,0,0.00018035,-0.00088013
0.314,0.313,0.019,0,2.26E-11,3.81E-11,0,0.00015547,-0.00087547
0.344,0.342,0.029,0,2.26E-11,3.28E-11,0,0.00012708,-0.00087151
0.359,0.358,0.016,0,2.26E-11,2.68E-11,0,9.33E-05,-0.0008696
0.387,0.386,0.028,0,2.26E-11,1.97E-11,0,0.00018077,-0.00086782
0.414,0.413,0.027,0,2.26E-11,3.82E-11,0,0.00015594,-0.0008618
0.427,0.426,0.013,0,2.26E-11,3.29E-11,0,0.00012764,-0.00085985
0.441,0.439,0.013,0,2.26E-11,2.69E-11,0,9.40E-05,-0.00085837
0.456,0.454,0.015,0,2.26E-11,1.98E-11,0,0.00018099,-0.00085725
0.486,0.485,0.031,0,2.26E-11,3.82E-11,0,0.00015618,-0.00084886
0.5,0.498,0.013,0,2.26E-11,3.30E-11,0,0.00012792,-0.00084689
0.514,0.513,0.015,0,2.26E-11,2.70E-11,0,9.43E-05,-0.00084522
0.546,0.545,0.032,0,2.26E-11,1.99E-11,0,0.00018103,-0.00084335
0.558,0.557,0.012,0,2.26E-11,3.82E-11,0,0.00015624,-0.00084098
0.578,0.577,0.02,0,2.26E-11,3.30E-11,0.33333,0.00012798,-0.00083827
