% Model:              Untitled.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jan 11 2023, 17:23
% Dimension:          2
% Nodes:              18680
% Expressions:        2
% Description:        Velocity field, x component, Velocity field, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)
-0.0034478995871288624    0.016509869988043803     0.052074318173024235     -0.24603139457228995
-0.0033720758537349946    0.016400693114083712     0.057165714655509146     -0.2563431505111636
-0.0033519541031227437    0.016541972853688816     0.038735701138364685     -0.25144439894287474
-0.0036004442926385015    0.016458829313888444     0.0734313586433061       -0.262352858985343
-0.003485578228975382     0.01631126213749742      0.0738670158882893       -0.2676968556769776
-0.003675936927527017     0.016259270781553092     0.09158310926171127      -0.2782152098188037
-0.0038204047375304836    0.016385231679953587     0.09639568261049862      -0.2639813240009369
-0.0038893384758922622    0.01616850626354094      0.10100182101121959      -0.26305020343083463
-0.004040365182422464     0.016311634046018732     0.10774938634165615      -0.23440196281850748
-0.0041600181434293705    0.016271598780461177     0.11614134648529062      -0.21371845476042903
-0.004041820825419266     0.01617916293916354      0.10386636365548148      -0.2384443452437071
0.002392382965645822      0.01408007024173565      -0.17817419723216812     -0.1188547153444297
0.002345622369969038      0.014173857620250984     -0.20860545273319567     -0.15120595918232588
0.002276921341189091      0.014042864085206348     -0.19619052582719773     -0.12226444939519861
-0.011747569857746373     0.013073464774362697     0.12198667681965912      -0.18026213757240087
-0.011845284001440597     0.013024746313817436     0.1519398752261868       -0.2085661391840574
-0.011717130562153972     0.012954189478826397     0.12407004395298402      -0.1972902993499943
0.002320765357741958      0.013923968692152379     -0.20898896722066643     -0.11751895967178998
0.0024830076472011748     0.013898304992836494     -0.2140626869085106      -0.11921274113972267
0.0023948075383040464     0.013730198098406723     -0.23522440780012735     -0.11836139911602127
0.002610774339703738      0.013642044289182973     -0.23959854883571244     -0.10830054424150808
-0.011596470180475035     0.012999404401885113     0.11805535271389404      -0.20561641238510472
-0.01153363684618092      0.013180127807872932     0.11855000072239003      -0.21250491113516548
-0.011389885321807389     0.01308322046316711      0.11748439903472034      -0.23263079909043058
-0.011319703834615471     0.013286790841383168     0.10805452466314742      -0.2349126728379071
-0.011189838448605181     0.013176715649316426     0.10888132058242217      -0.24412907510335138
-0.011169714472477367     0.013361572756725955     0.08806770490001559      -0.23262938639289946
-0.011087211597272011     0.013241364690566084     0.09858555150408226      -0.250795457129529
-0.011093376199554233     0.013399633604387246     0.09384337562878531      -0.2714721646988051
0.009466508721474148      0.011149687451333833     -0.17937392787231032     -0.11958824840488541
0.00941973287193998       0.01124350521413647      -0.20916169286602368     -0.15131731033798448
0.009350404247183131      0.011112124958226718     -0.19666998945143682     -0.12240831576397208
0.0024856595624920008     0.013527429299073883     -0.2482270003998211      -0.11072929647716011
0.0026822614601574664     0.013498663104064883     -0.23646019747923064     -0.08968790871961892
