% Model:              Untitled.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jan 11 2023, 17:22
% Dimension:          2
% Nodes:              18680
% Expressions:        2
% Description:        Velocity field, x component, Velocity field, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)
-0.0034478995871288624    0.016509869988043803     0.028269994255300954     -0.1629210596267161
-0.0033720758537349946    0.016400693114083712     0.032278666333218096     -0.1735962554480213
-0.0033519541031227437    0.016541972853688816     0.016844407086758516     -0.167783246620154
-0.0036004442926385015    0.016458829313888444     0.04594255561599047      -0.17440332481704757
-0.003485578228975382     0.01631126213749742      0.046627896699834685     -0.18083810183628324
-0.003675936927527017     0.016259270781553092     0.06148160326226571      -0.1872283214135877
-0.0038204047375304836    0.016385231679953587     0.06556085822281349      -0.1748575012422624
-0.0038893384758922622    0.01616850626354094      0.07047024884004781      -0.17589955085152106
-0.004040365182422464     0.016311634046018732     0.07629224860492544      -0.15198402185905516
-0.0041600181434293705    0.016271598780461177     0.08406695352924459      -0.13623179867125867
-0.004041820825419266     0.01617916293916354      0.07492384742201379      -0.15722587610266983
0.002392382965645822      0.01408007024173565      -0.11255108264299318     -0.08049453403686278
0.002345622369969038      0.014173857620250984     -0.1336933224548914      -0.10616028978909775
0.002276921341189091      0.014042864085206348     -0.12792531293793066     -0.08588514185776819
-0.011747569857746373     0.013073464774362697     0.08247578207973089      -0.11396169476616112
-0.011845284001440597     0.013024746313817436     0.10651264423349242      -0.13331862450254245
-0.011717130562153972     0.012954189478826397     0.08726767812297298      -0.12866819466550744
0.002320765357741958      0.013923968692152379     -0.13663480681843856     -0.07954447891902666
0.0024830076472011748     0.013898304992836494     -0.13916120234843363     -0.07956348234651012
0.0023948075383040464     0.013730198098406723     -0.15634050208020944     -0.07845817773192877
0.002610774339703738      0.013642044289182973     -0.1591378628268317      -0.0690813949069733
-0.011596470180475035     0.012999404401885113     0.07983755131672327      -0.13408665880195783
-0.01153363684618092      0.013180127807872932     0.07852032842848608      -0.1381014453862553
-0.011389885321807389     0.01308322046316711      0.07751377140316205      -0.1542985077037715
-0.011319703834615471     0.013286790841383168     0.06883626878558836      -0.15559035626596868
-0.011189838448605181     0.013176715649316426     0.06950613179095412      -0.16461076388532572
-0.011169714472477367     0.013361572756725955     0.052457791580659364     -0.1542431878672545
-0.011087211597272011     0.013241364690566084     0.06076112102554242      -0.17222409842162634
-0.011093376199554233     0.013399633604387246     0.05517341319370984      -0.18476224409033523
0.009466508721474148      0.011149687451333833     -0.11385347762842475     -0.08109216197121262
0.00941973287193998       0.01124350521413647      -0.13448231832126994     -0.10646189120042539
0.009350404247183131      0.011112124958226718     -0.12889724293425478     -0.08634958347479631
0.0024856595624920008     0.013527429299073883     -0.1676874287637417      -0.07115208887299916
0.0026822614601574664     0.013498663104064883     -0.1572070773236887      -0.053650295944946184
0.002562136861711951      0.013416440393675049     -0.17345012317417804     -0.06133381696845771
0.002720241672120609      0.013422486475775087     -0.18289808420404863     -0.05420170032741629
-0.01418455401781447      0.007242417420434194     0.16879735050113434      0.02901267292097082
-0.014054907048261489     0.007309142007044431     0.18327327087571263      0.034587555534250795
-0.014212586574757853     0.007326197753231412     0.1878345506612342       0.024410240495140584
0.009393818400534413      0.010993062453244015     -0.13771582431872018     -0.0799328932782648
0.009557038822061976      0.010968112309716284     -0.13983300987894381     -0.07948310965645297
0.009472958766431963      0.010794934054723452     -0.15591586693969883     -0.07797590505405973
0.009684913102478994      0.010711636392588186     -0.15682078706142347     -0.06769257776595305
0.009568072890076685      0.01059282060306368      -0.16496499354935648     -0.06934473018802935
0.009756539031678769      0.010567977121765658     -0.1546030677762575      -0.05211096120386092
0.009636397810994369      0.010485717867642208     -0.17194132024239547     -0.06025083094310328
0.009794452629392911      0.010491934271603384     -0.18440664371594043     -0.054779460894677286
0.003632942322638503      0.01358200440826576      0.02803622017833297      -0.1661768036849576
0.0036977475024313903     0.013459281187565978     0.03356497030152926      -0.17848223827488885
0.003720907319601903      0.013611437136736407     0.021167425643710092     -0.18016671886210747
0.012899042090250615      0.002863195003741731     -0.1707024672465509      -0.02984685924813089
0.012787974293173413      0.0027725156675763524    -0.17726652185182906     -0.03310703418689816
0.01293641867864661       0.0027514880021361496    -0.17024650384000775     -0.017450323347702194
-0.014126116246232067     0.007067765641041057     0.16854277816094662      0.04365207764573409
-0.013989298138080962     0.007187372528429818     0.17833908092679443      0.04436111432866501
-0.013931021967063185     0.006979849861631887     0.17495578121751054      0.05661220154037822
-0.014035128539027046     0.006795832531068674     0.16148058438007754      0.06197569331420872
0.003448017153977529      0.013520129202621722     0.04443708846798825      -0.170192452113625
0.003581990408374368      0.013387704163923231     0.04416100410676823      -0.1778267673972236
0.0033744516637281715     0.013327488947104947     0.05628338704188251      -0.17670081825681136
0.003153888341070014      0.013421714903928534     0.06346064350542553      -0.16193764017663725
0.012836525980345629      0.0030500362187702995    -0.17860085791812053     -0.048189065423277076
0.012696275006245806      0.002891276494925881     -0.18511585659814436     -0.04668770919773256
0.012646792020990151      0.0031013086049482175    -0.18417970149555132     -0.058218314941622835
0.012756739497030399      0.0032884932102262903    -0.1640948315533609      -0.06311800287003337
-0.013970778792128775     0.006603511751289568     0.14609660550698134      0.07284796666847461
-0.013854986725976735     0.006770050821609035     0.16681392229618444      0.06672062490395407
-0.013943367730941023     0.006521588870216927     0.1542420706126834       0.08767097677846752
-0.013842559703393527     0.006631674665458095     0.15988372649487395      0.07569549349881612
0.002998162749640804      0.013369609757487452     0.07131443346035157      -0.14510742602119686
0.0031661065972071814     0.013252637086368417     0.06655791967093176      -0.16880463502372736
0.00291634090076761       0.013342232501260718     0.08723704882008894      -0.15470140262853735
0.0030262934095456598     0.013241079128661563     0.07519271010586381      -0.15968157643911646
0.012695018747113493      0.0034729573415434156    -0.1437566361832731      -0.07227143909328657
0.012666440432126249      0.003558369039484975     -0.14739229785260546     -0.08611109327066148
0.012571204142279588      0.00344757471358456      -0.15696046448414422     -0.07469607838116327
0.012574978570775865      0.003312718425708187     -0.16809357156129573     -0.0669707671996604
0.010474684028045033      -0.0029935741707392514   -0.08049707971437361     0.11317364128009227
0.010568459036422354      -0.00294681963779275     -0.10625882768280982     0.13416962824946962
0.010437412823603812      -0.0028777848505192544   -0.08604412263736183     0.12856534415974682
0.010317806703328861      -0.0029214373654028215   -0.07993723446768676     0.13857322796691116
0.010293093964917385      -0.0030841117109237006   -0.07944592437502046     0.14108026593937908
0.010109146087923494      -0.0030031110487005637   -0.0778581028801668      0.1575541073163779
