0.010644161,-0.002909076
0.008509683,0.001249924
0.012959844,0.002681477
0.01264254,0.0036298
0.007900921,0.002043277
0.003507602,0.003826168
0.005353453,0.008193409
0.009828125,0.010424398
0.009381927,0.011319332
0.005222927,0.009184853
0.003791374,0.013635015
0.002843051,0.01331771
0.004429574,0.008576092
0.002516157,0.003956694
-0.001851084,0.002110843
-0.003633975,0.006504162
-0.001720557,0.01112356
0.002754114,0.013354549
0.002307917,0.014249483
-0.001851084,0.012115005
-0.003282637,0.016565166
-0.00423096,0.016247862
-0.002644437,0.011506243
-0.004427328,0.007112924
-0.008794568,0.008958775
-0.011025557,0.013433447
-0.011920492,0.012987249
-0.009786013,0.008828249
-0.014236175,0.007396696
-0.01391887,0.006448373
-0.009177252,0.008034896
-0.004557854,0.006121479
-0.002644437,0.001502081
-0.0045,-0.003
-0.0095,-0.003
-0.0095,-0.004
-0.0045,-0.004
-0.0045,-0.004
-0.002644437,-0.008502081
-0.004557854,-0.013121479
-0.009177252,-0.015034896
-0.01391887,-0.013448373
-0.014236175,-0.014396696
-0.009786013,-0.015828249
-0.011920492,-0.019987249
-0.011025557,-0.020433447
-0.008794568,-0.015958775
-0.004427328,-0.014112924
-0.002644437,-0.018506243
-0.00423096,-0.023247862
-0.003282637,-0.023565166
-0.001851084,-0.019115005
0.002307917,-0.021249483
0.002754114,-0.020354549
-0.001720557,-0.01812356
-0.003633975,-0.013504162
-0.001849563,-0.009114515
0.002516157,-0.010956694
0.004429574,-0.015576092
0.002843051,-0.02031771
0.003791374,-0.020635015
0.005222927,-0.016184853
0.009381927,-0.018319332
0.009828125,-0.017424398
0.005353453,-0.015193409
0.003507602,-0.010826168
0.008126999,-0.008912751
0.012868618,-0.010499274
0.013185922,-0.009550951
0.008622722,-0.008184661
0.010644161,-0.004090924
0.009749227,-0.003644726
0.007518238,-0.008119398
0.00289884,-0.010032815
-0.001720557,-0.008119398
-0.003633975,-0.0035
-0.001720557,0.001119398
0.00289884,0.003032815
0.007518238,0.001119398
0.009749227,-0.003355274
