F:\Uni\Simulations\SwarmSimulation
34,1.6964e-11,0,0,2.1e-12,-0.00094596
54,1.6964e-11,4.4334e-19,0,4.41e-12,-0.00094596
68,1.6964e-11,9.3102e-19,0,9.261e-12,-0.00094596
83,1.6964e-11,1.9551e-18,0,1.9448e-11,-0.00094596
102,1.6964e-11,4.1058e-18,0,4.0841e-11,-0.00094596
117,1.6964e-11,8.6222e-18,0,8.5766e-11,-0.00094596
130,1.6964e-11,1.8107e-17,0,1.8011e-10,-0.00094596
145,1.6964e-11,3.8024e-17,0,3.7823e-10,-0.00094596
161,1.6964e-11,7.985e-17,0,7.9428e-10,-0.00094596
176,1.6964e-11,1.6768e-16,0,1.668e-09,-0.00094596
190,1.6964e-11,3.5214e-16,0,3.5028e-09,-0.00094596
204,1.6964e-11,7.3949e-16,0,7.3558e-09,-0.00094596
222,1.6964e-11,1.5529e-15,0,1.5447e-08,-0.00094596
236,1.6964e-11,3.2611e-15,0,3.2439e-08,-0.00094596
250,1.6964e-11,6.8484e-15,0,6.8122e-08,-0.00094595
268,1.6964e-11,1.4382e-14,0,1.4306e-07,-0.00094594
282,1.6964e-11,3.0201e-14,0,3.0042e-07,-0.00094593
310,1.6964e-11,6.3423e-14,0,6.3088e-07,-0.00094589
332,1.6964e-11,1.3319e-13,0,1.3248e-06,-0.00094581
347,1.6964e-11,2.797e-13,0,2.7822e-06,-0.00094564
362,1.6964e-11,5.8736e-13,0,5.8426e-06,-0.00094529
378,1.6964e-11,1.2335e-12,0,1.2269e-05,-0.00094455
395,1.6964e-11,2.5903e-12,0,2.5766e-05,-0.00094301
409,1.6964e-11,5.4396e-12,0,5.4109e-05,-0.00093975
422,1.6964e-11,1.1423e-11,0,0.00011363,-0.00093293
438,1.6964e-11,2.3989e-11,0,-1.1355e-05,-0.00091859
453,1.6964e-11,-2.3971e-12,0,1.1354e-06,-0.00092597
470,1.6964e-11,2.3971e-13,0,2.3844e-06,-0.00092523
483,1.6964e-11,5.0339e-13,0,5.0073e-06,-0.00092493
498,1.6964e-11,1.0571e-12,0,1.0515e-05,-0.0009243
518,1.6964e-11,2.2199e-12,0,2.2082e-05,-0.00092297
532,1.6964e-11,4.6619e-12,0,4.6373e-05,-0.00092019
550,1.6964e-11,9.79e-12,0,9.7384e-05,-0.00091434
568,1.6964e-11,2.0559e-11,0,-9.7264e-06,-0.00090205
582,1.6964e-11,-2.0534e-12,0,9.7262e-07,-0.00090837
599,1.6964e-11,2.0533e-13,0,2.0425e-06,-0.00090774
613,1.6964e-11,4.312e-13,0,4.2892e-06,-0.00090748
627,1.6964e-11,9.0552e-13,0,9.0074e-06,-0.00090694
644,1.6964e-11,1.9016e-12,0,1.8916e-05,-0.00090581
660,1.6964e-11,3.9934e-12,0,3.9723e-05,-0.00090342
675,1.6964e-11,8.3861e-12,0,8.3419e-05,-0.00089841
694,1.6964e-11,1.7611e-11,0,-8.2929e-06,-0.00088788
725,1.6964e-11,-1.7508e-12,0,8.2928e-07,-0.00089329
743,1.6964e-11,1.7507e-13,0,1.7415e-06,-0.00089276
766,1.6964e-11,3.6765e-13,0,3.6571e-06,-0.00089254
785,1.6964e-11,7.7207e-13,0,7.6799e-06,-0.00089207
808,1.6964e-11,1.6214e-12,0,1.6128e-05,-0.00089111
826,1.6964e-11,3.4048e-12,0,3.3869e-05,-0.00088907
843,1.6964e-11,7.1502e-12,0,7.1125e-05,-0.0008848
862,1.6964e-11,1.5016e-11,0,0.00014937,-0.00087582
888,1.6964e-11,3.1535e-11,0,-1.493e-05,-0.00085697
906,1.6964e-11,-3.152e-12,0,1.493e-06,-0.00086668
924,1.6964e-11,3.1519e-13,0,3.1353e-06,-0.00086571
941,1.6964e-11,6.619e-13,0,6.5841e-06,-0.00086531
965,1.6964e-11,1.39e-12,0,1.3827e-05,-0.00086448
985,1.6964e-11,2.919e-12,0,2.9036e-05,-0.00086274
1003,1.6964e-11,6.1299e-12,0,6.0976e-05,-0.00085907
1023,1.6964e-11,1.2873e-11,0,0.00012805,-0.00085138
1041,1.6964e-11,2.7034e-11,1,-1.2798e-05,-0.00083522
