,MASS: 7.2001e-14 SIZE: 3.939e-06,
FORCE:0.45,10
FORCE:0.5,10
FORCE:0.75,10
FORCE:1,8.83
FORCE:1.5,6.17
FORCE:2,4.43
FORCE:2.25,4.02
