% Model:              Ben4Bif.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jan 25 2023, 16:54
% Dimension:          2
% Nodes:              18680
% Expressions:        2
% Description:        Velocity field, x component, Velocity field, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)
-0.0034478995871288624    0.016509869988043803     -1.792208825520675E-5    2.086921986058783E-4
-0.0033720758537349946    0.016400693114083712     -4.174789723893356E-5    1.4548034155920962E-4
-0.0033519541031227437    0.016541972853688816     -1.2084487800445626E-5   1.0655421587648636E-4
-0.0036004442926385015    0.016458829313888444     -6.164895793997415E-5    3.0579192398705036E-4
-0.003485578228975382     0.01631126213749742      -8.582305448352753E-5    2.595509252146799E-4
-0.003675936927527017     0.016259270781553092     -1.1024047730811507E-4   3.354619168232352E-4
-0.0038204047375304836    0.016385231679953587     -1.2296605093522144E-4   3.1790337381533954E-4
-0.0038893384758922622    0.01616850626354094      -9.032009440695139E-5    2.776560282908473E-4
-0.004040365182422464     0.016311634046018732     -1.2021138668086023E-4   2.025541533912314E-4
-0.0041600181434293705    0.016271598780461177     -5.5647162188630044E-5   9.502697101408543E-5
-0.004041820825419266     0.01617916293916354      -6.165697403163412E-5    1.644561854766177E-4
0.002392382965645822      0.01408007024173565      1.72470262919531E-4      1.4499335107115899E-4
0.002345622369969038      0.014173857620250984     9.237718994933914E-5     7.531254922354425E-5
0.002276921341189091      0.014042864085206348     1.6376229942248962E-4    9.125074784900452E-5
-0.011747569857746373     0.013073464774362697     -1.4747027454220746E-4   1.7635886507556223E-4
-0.011845284001440597     0.013024746313817436     -7.537970437075074E-5    9.235735264999532E-5
-0.011717130562153972     0.012954189478826397     -8.970458858365788E-5    1.6047734660295E-4
0.002320765357741958      0.013923968692152379     2.554757379319502E-4     1.3502268825440458E-4
0.0024830076472011748     0.013898304992836494     2.8593665303211887E-4    1.726943049327988E-4
0.0023948075383040464     0.013730198098406723     3.1238047508158775E-4    1.5862619861244573E-4
0.002610774339703738      0.013642044289182973     2.9088088748585605E-4    1.038388325630674E-4
-0.011596470180475035     0.012999404401885113     -1.3400705969110894E-4   2.525688364813845E-4
-0.01153363684618092      0.013180127807872932     -1.6914977747979124E-4   2.954652894337426E-4
-0.011389885321807389     0.01308322046316711      -1.5880674950320068E-4   3.159086948242931E-4
-0.011319703834615471     0.013286790841383168     -1.0474865225708835E-4   2.91035529313502E-4
-0.011189838448605181     0.013176715649316426     -1.1827439428852754E-4   2.4171195292834922E-4
-0.011169714472477367     0.013361572756725955     -4.700305774421585E-5    1.9565212802946985E-4
-0.011087211597272011     0.013241364690566084     -6.867392148661822E-5    1.426613615113049E-4
-0.011093376199554233     0.013399633604387246     -2.8401582340924442E-5   1.0791058514184066E-4
0.009466508721474148      0.011149687451333833     1.7293750925691565E-4    1.4518192482277333E-4
0.00941973287193998       0.01124350521413647      9.264056748817369E-5     7.562748844451027E-5
0.009350404247183131      0.011112124958226718     1.641917022971129E-4     9.143279188244189E-5
0.0024856595624920008     0.013527429299073883     2.500010167804197E-4     1.2282804141057512E-4
0.0026822614601574664     0.013498663104064883     1.9515873830316163E-4    4.701951624216732E-5
0.002562136861711951      0.013416440393675049     1.4314869661051697E-4    6.863104429766585E-5
0.002720241672120609      0.013422486475775087     1.0805765679008785E-4    2.851746091788163E-5
-0.01418455401781447      0.007242417420434194     -2.0042659372229214E-4   -1.7007615171780834E-5
-0.014054907048261489     0.007309142007044431     -1.483985931327276E-4    -4.580238179793356E-5
-0.014212586574757853     0.007326197753231412     -1.0822109969782884E-4   -1.1812687366181771E-5
0.009393818400534413      0.010993062453244015     2.5576879197524767E-4    1.350847711854545E-4
0.009557038822061976      0.010968112309716284     2.855762946365424E-4     1.7256807258851493E-4
0.009472958766431963      0.010794934054723452     3.1224356963248254E-4    1.580904685899331E-4
0.009684913102478994      0.010711636392588186     2.9065105374105653E-4    1.0368467906111084E-4
0.009568072890076685      0.01059282060306368      2.458652104736779E-4     1.1998623267256065E-4
0.009756539031678769      0.010567977121765658     1.951447992346349E-4     4.682918799288489E-5
0.009636397810994369      0.010485717867642208     1.4256074191539608E-4    6.847344329754587E-5
0.009794452629392911      0.010491934271603384     1.0764289820372427E-4    2.841735692897181E-5
0.003632942322638503      0.01358200440826576      -1.696878001273849E-5    2.0497955970748475E-4
0.0036977475024313903     0.013459281187565978     -4.612073267722671E-5    1.5291545035149538E-4
0.003720907319601903      0.013611437136736407     -1.1811364638144414E-5   1.0775470069380312E-4
0.012899042090250615      0.002863195003741731     2.235943212071492E-4     2.1373964867072636E-5
0.012787974293173413      0.0027725156675763524    1.4857037544478905E-4    4.382245065502516E-5
0.01293641867864661       0.0027514880021361496    1.0777325026760136E-4    1.1665698613345434E-5
-0.014126116246232067     0.007067765641041057     -3.124032522221534E-4    -6.634866052637492E-5
-0.013989298138080962     0.007187372528429818     -2.639323140235942E-4    -8.541163072719466E-5
-0.013931021967063185     0.006979849861631887     -3.327045192536542E-4    -1.0939103477494412E-4
-0.014035128539027046     0.006795832531068674     -2.9967195156632665E-4   -1.3138058261824004E-4
0.003448017153977529      0.013520129202621722     -7.166163613878155E-5    3.182872430938482E-4
0.003581990408374368      0.013387704163923231     -8.549659430986403E-5    2.6391095310583467E-4
0.0033744516637281715     0.013327488947104947     -1.0735612503844304E-4   3.3156343519447296E-4
0.003153888341070014      0.013421714903928534     -1.3316310658390316E-4   2.8462546814786454E-4
0.012836525980345629      0.0030500362187702995    3.218844356620179E-4     7.796397333564604E-5
0.012696275006245806      0.002891276494925881     2.659781577914559E-4     8.844757769848122E-5
0.012646792020990151      0.0031013086049482175    3.3579069173164623E-4    1.1032084026836037E-4
0.012756739497030399      0.0032884932102262903    2.946841723751894E-4     1.3128018747571359E-4
-0.013970778792128775     0.006603511751289568     -1.7427249247320607E-4   -1.0830979418870283E-4
-0.013854986725976735     0.006770050821609035     -2.6993037842330163E-4   -9.068348580900281E-5
-0.013943367730941023     0.006521588870216927     -9.746840007166279E-5    -5.676297139010399E-5
-0.013842559703393527     0.006631674665458095     -1.5867707522312E-4      -5.795936573664994E-5
0.002998162749640804      0.013369609757487452     -1.0690990533263787E-4   1.736117324286885E-4
0.0031661065972071814     0.013252637086368417     -9.170070689701643E-5    2.7160629220628714E-4
0.00291634090076761       0.013342232501260718     -5.661657989060969E-5    9.76619399269242E-5
0.0030262934095456598     0.013241079128661563     -5.802640921451428E-5    1.5861580534531666E-4
0.012695018747113493      0.0034729573415434156    1.7519334278667865E-4    1.0902182931461915E-4
0.012666440432126249      0.003558369039484975     9.533312417011973E-5     5.527532175512399E-5
0.012571204142279588      0.00344757471358456      1.585112255645811E-4     5.8796388578845835E-5
0.012574978570775865      0.003312718425708187     2.6609869570137383E-4    8.884154140467033E-5
0.010474684028045033      -0.0029935741707392514   1.4511981728312E-4       -1.731059772977694E-4
0.010568459036422354      -0.00294681963779275     7.558538174324162E-5     -9.269729533272385E-5
0.010437412823603812      -0.0028777848505192544   9.140402434759383E-5     -1.6405704436209774E-4
0.010317806703328861      -0.0029214373654028215   1.3520075966696655E-4    -2.5583863031731943E-4
0.010293093964917385      -0.0030841117109237006   1.718362085616628E-4     -2.8453802282294474E-4
0.010109146087923494      -0.0030031110487005637   1.567474611184104E-4     -3.1214365034268527E-4
0.010036284389933602      -0.003212152347147841    1.0357542149703527E-4    -2.911049826810314E-4
0.009913816281650037      -0.0030989520868190032   1.1820308066892055E-4    -2.4262750198652405E-4
0.009892254813360838      -0.00328396290413597     4.656642553074069E-5     -1.9477498279231684E-4
0.009809795279989209      -0.0031639745236321003   6.815241166081238E-5     -1.416891376938651E-4
0.009816334709712809      -0.003321815302645295    2.83144898711728E-5      -1.0707687770052008E-4
-0.0018655839619809442    0.01216007993980948      0                        0
-0.0018761879469667438    0.012156668788476498     -7.0187198227509E-6      2.147422252160109E-5
-0.0018510839999999998    0.012115005000000002     0                        0
-0.001808958174234689     0.012136624770788198     0                        0
-0.0018039131177993264    0.01212679454777361      2.0048541012855733E-5    1.019066200951926E-5
-0.009831087946794492     0.008813749039030377     0                        0
-0.009827688570171467     0.008803181654809686     -2.148267338737032E-5    -7.01153283354239E-6
-0.009786013              0.008828249              0                        0
-0.009807632781603026     0.00887037481697313      0                        0
-0.009797661370915117     0.008875492337221678     -1.0364360751436698E-5   2.039369956368694E-5
0.005208427039030379      0.009229927946794489     0                        0
0.0051978581344688714     0.00922652808109953      -7.021634674010393E-6    2.142794170256806E-5
0.005222927               0.009184853              0                        0
0.005265052816973127      0.009206472781603027     0                        0
0.005270079062373059      0.009196679218575086     2.002216730552575E-5     1.0146874627690613E-5
0.008531302772197448      0.0012077981816176232    0                        0
0.008509683               0.001249924              0                        0
0.00852136284042654       0.001202696819346283     1.0330098406514314E-5    -2.035137027536873E-5
0.008554757939809483      0.001264423961980945     0                        0
0.008551343006613525      0.0012750397033546347    2.1539523587851764E-5    7.0241916540357465E-6
-0.004469792754077009     0.007130872088215395     0                        0
-0.0044740711500311755    0.007120749514665243     -3.730044409720564E-5    1.581254225425634E-5
-0.004427328              0.007112924              0                        0
-0.0044099921019733115    0.007155642332294409     0                        0
-0.0043997122298982515    0.007151470567985062     1.52586528712118E-5      3.784586711864945E-5
0.0035255500885529156     0.003868632764599052     0                        0
0.0035154480534095897     0.003872902478834804     1.5770643828184257E-5    3.721526935807466E-5
0.003507602               0.003826168              0                        0
0.0035503203322944095     0.003808832101973312     0                        0
0.0035462103461102        0.0037987044607474462    3.72702161174372E-5      -1.5054306324424155E-5
-0.011771991106734304     -0.020061288792357395    -1.318845801022007E-4    -1.5742785213047715E-4
-0.011728196075843593     -0.01991496221580941     -7.136881183980843E-5    -1.3692882188446996E-4
-0.01185422556035973      -0.020020288218305916    -6.861369187655738E-5    -8.493863247699693E-5
-0.0034627147607396514    -0.023504912907125804    -1.9697075172949576E-5   -2.266624873521455E-4
-0.003363250219093121     -0.023538193231364076    -1.2162584259521184E-5   -1.1987553140734872E-4
-0.0034047879948009272    -0.023398648303321484    -5.076437939338916E-5    -1.7887064537595634E-4
-0.011596966817490596     -0.020148552658238117    -1.7385181819867164E-4   -2.7143528442588935E-4
-0.011616889444846044     -0.01995294374844242     -1.1997063312716206E-4   -2.3423299821018274E-4
-0.011418667788463047     -0.02006141188964451     -1.6077100865342388E-4   -3.180999076316084E-4
-0.011388698021285745     -0.020252391618977184    -1.2966015854856642E-4   -3.1123378784922613E-4
-0.003509744349173853     -0.02335353405064782     -8.13947843011031E-5     -2.686959456338894E-4
-0.003664924685402116     -0.023437254505995497    -8.228468131431836E-5    -3.259605104913108E-4
-0.0037149215814613877    -0.023260654391948646    -1.0979111183506353E-4   -3.3543972106174106E-4
-0.003926929643271669     -0.02334958899419009     -1.3292815081133243E-4   -2.7975742385169864E-4
-0.00392334857237531      -0.023182771676839506    -9.00471545788902E-5     -2.6234554404824573E-4
-0.004079325630958281     -0.023298598080253682    -1.0486830413452429E-4   -1.71145240708995E-4
-0.004052454188369924     -0.023154459589811785    -5.222063284466127E-5    -1.4898638308353832E-4
-0.004159757773092799     -0.023271685899037102    -5.5994591947332324E-5   -9.625502982277388E-5
0.0023818151528636404     -0.021101266025132688    1.569013728462706E-4     -1.3186275698136456E-4
0.002240810896874492      -0.021058520039646637    1.3797490110609877E-4    -7.27672431148257E-5
0.0023413555431528532     -0.021182415563020467    8.575369411944321E-5     -6.911902140665199E-5
-0.011205425344320022     -0.020159979647746334    -1.265587919366427E-4    -2.5347362125091724E-4
-0.01118042922508089      -0.020356230579716243    -4.920572706977671E-5    -2.0991642676174954E-4
-0.011094502310234037     -0.020399072146479014    -2.8805403952489625E-5   -1.0932930723754181E-4
-0.011106318177732333     -0.020256103656555866    -7.092849307243187E-5    -1.562130245092719E-4
-0.014176105044162762     -0.014217166144720569    -2.2554294660713918E-4   1.95697336218304E-5
-0.014209357626251126     -0.014316547460501244    -1.1932736279952814E-4   1.2203362606802526E-5
-0.014070054369003254     -0.014275470538332757    -1.7792814544969287E-4   5.0454071989091854E-5
0.002466550685539019      -0.020931312598284665    2.6901591672241044E-4    -1.7317154432412363E-4
