F:\Uni\Simulations\SwarmSimulation
37,0,0,0,0,0[-0.000941833553403351 -0.000387482639680808;-0.000945910150823108 -0.000320686663136116;-0.000946628409866928 -0.000301047891639085],[1.83179857474905e-06 0;1.83179857474905e-06 0;1.83179857474905e-06 0]
219,0,0,0,0,0[-0.000939313153301387 -0.000387482639680808;-0.000943389750721144 -0.000320686663136116;-0.000944108009764964 -0.000301047891639085],[2.19815828969886e-05 0;2.19815828969886e-05 0;2.19815828969886e-05 0]
232,0,0,0,0,0[-0.000939003386032945 -0.000387482639680808;-0.000943079983452702 -0.000320686663136116;-0.000943798242496521 -0.000301047891639085],[2.38133814717376e-05 0;2.38133814717376e-05 0;2.38133814717376e-05 0]
250,0,0,0,0,0[-0.000938541830706638 -0.000387482639680808;-0.000942618428126395 -0.000320686663136116;-0.000943336687170215 -0.000301047891639085],[2.56451800464867e-05 0;2.56451800464867e-05 0;2.56451800464867e-05 0]
262,0,0,0,0,0[-0.000938211868820424 -0.000387482639680808;-0.000942288466240181 -0.000320686663136116;-0.000943006725284001 -0.000301047891639085],[2.74769786212357e-05 0;2.74769786212357e-05 0;2.74769786212357e-05 0]
274,0,0,0,0,0[-0.000937889649368982 -0.000387482639680808;-0.000941966246788739 -0.000320686663136116;-0.000942684505832559 -0.000301047891639085],[2.93087771959848e-05 0;2.93087771959848e-05 0;2.93087771959848e-05 0]
298,0,0,0,0,0[-0.000937111087457966 -0.000387482639680808;-0.000941187684877723 -0.000320686663136116;-0.000941905943921543 -0.000301047891639085],[3.11405757707338e-05 0;3.11405757707338e-05 0;3.11405757707338e-05 0]
313,0,0,0,0,0[-0.000936616521967524 -0.000387482639680808;-0.000940693119387281 -0.000320686663136116;-0.000941411378431101 -0.000301047891639085],[3.29723743454829e-05 0;3.29723743454829e-05 0;3.29723743454829e-05 0]
328,0,0,0,0,0[-0.000936094746151268 -0.000387482639680808;-0.000940171343571025 -0.000320686663136116;-0.000940889602614845 -0.000301047891639085],[3.48041729202319e-05 0;3.48041729202319e-05 0;3.48041729202319e-05 0]
343,0,0,0,0,0[-0.000935544949429386 -0.000387482639680808;-0.000939621546849143 -0.000320686663136116;-0.000940339805892962 -0.000301047891639085],[3.6635971494981e-05 0;3.6635971494981e-05 0;3.6635971494981e-05 0]
358,0,0,0,0,0[-0.000934967956357203 -0.000387482639680808;-0.00093904455377696 -0.000320686663136116;-0.00093976281282078 -0.000301047891639085],[3.846777006973e-05 0;3.846777006973e-05 0;3.846777006973e-05 0]
377,0,0,0,0,0[-0.00093420237769872 -0.000387482639680808;-0.000938278975118477 -0.000320686663136116;-0.000938997234162296 -0.000301047891639085],[4.02995686444791e-05 0;4.02995686444791e-05 0;4.02995686444791e-05 0]
392,0,0,0,0,0[-0.000933612219692322 -0.000387482639680808;-0.000937688817112079 -0.000320686663136116;-0.000938407076155899 -0.000301047891639085],[4.21313672192281e-05 0;4.21313672192281e-05 0;4.21313672192281e-05 0]
405,0,0,0,0,0[-0.000932996738054505 -0.000387482639680808;-0.000937073335474262 -0.000320686663136116;-0.000937791594518082 -0.000301047891639085],[4.39631657939772e-05 0;4.39631657939772e-05 0;4.39631657939772e-05 0]
418,0,0,0,0,0[-0.000932447150965333 -0.000387482639680808;-0.00093652374838509 -0.000320686663136116;-0.00093724200742891 -0.000301047891639085],[4.57949643687262e-05 0;4.57949643687262e-05 0;4.57949643687262e-05 0]
436,0,0,0,0,0[-0.000931542376187125 -0.000387482639680808;-0.000935618973606882 -0.000320686663136116;-0.000936337232650702 -0.000301047891639085],[4.76267629434753e-05 0;4.76267629434753e-05 0;4.76267629434753e-05 0]
448,0,0,0,0,0[-0.000930998630862817 -0.000387482639680808;-0.000935075228282574 -0.000320686663136116;-0.000935793487326393 -0.000301047891639085],[4.94585615182243e-05 0;4.94585615182243e-05 0;4.94585615182243e-05 0]
466,0,0,0,0,0[-0.000930024258024747 -0.000387482639680808;-0.000934100855444504 -0.000320686663136116;-0.000934819114488323 -0.000301047891639085],[5.12903600929734e-05 0;5.12903600929734e-05 0;5.12903600929734e-05 0]
478,0,0,0,0,0[-0.000929386737001307 -0.000387482639680808;-0.000933463334421064 -0.000320686663136116;-0.000934181593464883 -0.000301047891639085],[5.31221586677224e-05 0;5.31221586677224e-05 0;5.31221586677224e-05 0]
490,0,0,0,0,0[-0.0009287272324943 -0.000387482639680808;-0.000932803829914057 -0.000320686663136116;-0.000933522088957876 -0.000301047891639085],[5.49539572424715e-05 0;5.49539572424715e-05 0;5.49539572424715e-05 0]
637,0,0,0,0,0[-0.000923048656912578 -0.000387482639680808;-0.000927125254332335 -0.000320686663136116;-0.000927843513376154 -0.000301047891639085],[5.67857558172205e-05 0;5.67857558172205e-05 0;5.67857558172205e-05 0]
785,0,0,0,0,0[-0.000917186901473381 -0.000387482639680808;-0.000921263498893138 -0.000320686663136116;-0.000921981757936957 -0.000301047891639085],[5.86175543919696e-05 0;5.86175543919696e-05 0;5.86175543919696e-05 0]
882,0,0,0,0,0[-0.00091138326181172 -0.000387482639680808;-0.000915459859231477 -0.000320686663136116;-0.000916178118275297 -0.000301047891639085],[6.04493529667186e-05 0;6.04493529667186e-05 0;6.04493529667186e-05 0]
894,0,0,0,0,0[-0.000910574051598439 -0.000387482639680808;-0.000914650649018196 -0.000320686663136116;-0.000915368908062016 -0.000301047891639085],[6.22811515414677e-05 0;6.22811515414677e-05 0;6.22811515414677e-05 0]
913,0,0,0,0,0[-0.000909356085550852 -0.000387482639680808;-0.000913432682970609 -0.000320686663136116;-0.000914150942014429 -0.000301047891639085],[6.41129501162167e-05 0;6.41129501162167e-05 0;6.41129501162167e-05 0]
925,0,0,0,0,0[-0.000908564680142444 -0.000387482639680808;-0.000912641277562201 -0.000320686663136116;-0.00091335953660602 -0.000301047891639085],[6.59447486909658e-05 0;6.59447486909658e-05 0;6.59447486909658e-05 0]
944,0,0,0,0,0[-0.000907276598940975 -0.000387482639680808;-0.000911353196360732 -0.000320686663136116;-0.000912071455404552 -0.000301047891639085],[6.77765472657149e-05 0;6.77765472657149e-05 0;6.77765472657149e-05 0]
957,0,0,0,0,0[-0.000906371656456599 -0.000387482639680808;-0.000910448253876356 -0.000320686663136116;-0.000911166512920176 -0.000301047891639085],[6.96083458404639e-05 0;6.96083458404639e-05 0;6.96083458404639e-05 0]
975,0,0,0,0,0[-0.000905085895190459 -0.000387482639680808;-0.000909162492610216 -0.000320686663136116;-0.000909880751654036 -0.000301047891639085],[7.1440144415213e-05 0;7.1440144415213e-05 0;7.1440144415213e-05 0]
987,0,0,0,0,0[-0.000904206555847783 -0.000387482639680808;-0.00090828315326754 -0.000320686663136116;-0.00090900141231136 -0.000301047891639085],[7.3271942989962e-05 0;7.3271942989962e-05 0;7.3271942989962e-05 0]
1000,0,0,0,0,0[-0.000903230170535693 -0.000387482639680808;-0.00090730676795545 -0.000320686663136116;-0.00090802502699927 -0.000301047891639085],[7.51037415647111e-05 0;7.51037415647111e-05 0;7.51037415647111e-05 0]
1011,0,0,0,0,0[-0.000902384344475658 -0.000387482639680808;-0.000906460941895415 -0.000320686663136116;-0.000907179200939234 -0.000301047891639085],[7.69355401394601e-05 0;7.69355401394601e-05 0;7.69355401394601e-05 0]
1037,0,0,0,0,0[-0.000900414439871278 -0.000387482639680808;-0.000904491037291035 -0.000320686663136116;-0.000905209296334855 -0.000301047891639085],[7.87673387142092e-05 0;7.87673387142092e-05 0;7.87673387142092e-05 0]
1050,0,0,0,0,0[-0.000899367226654092 -0.000387482639680808;-0.000903443824073849 -0.000320686663136116;-0.000904162083117668 -0.000301047891639085],[8.05991372889582e-05 0;8.05991372889582e-05 0;8.05991372889582e-05 0]
1066,0,0,0,0,0[-0.000897965412719459 -0.000387482639680808;-0.000902042010139216 -0.000320686663136116;-0.000902760269183036 -0.000301047891639085],[8.24309358637073e-05 0;8.24309358637073e-05 0;8.24309358637073e-05 0]
1078,0,0,0,0,0[-0.000896954172475382 -0.000387482639680808;-0.000901030769895139 -0.000320686663136116;-0.000901749028938958 -0.000301047891639085],[8.42627344384564e-05 0;8.42627344384564e-05 0;8.42627344384564e-05 0]
1090,0,0,0,0,0[-0.000895920948747738 -0.000387482639680808;-0.000899997546167495 -0.000320686663136116;-0.000900715805211314 -0.000301047891639085],[8.60945330132054e-05 0;8.60945330132054e-05 0;8.60945330132054e-05 0]
1102,0,0,0,0,0[-0.000894865741536527 -0.000387482639680808;-0.000898942338956284 -0.000320686663136116;-0.000899660598000103 -0.000301047891639085],[8.79263315879545e-05 0;8.79263315879545e-05 0;8.79263315879545e-05 0]
1132,0,0,0,0,0[-0.000892173791999863 -0.000387482639680808;-0.00089625038941962 -0.000320686663136116;-0.000896968648463439 -0.000301047891639085],[8.97581301627035e-05 0;8.97581301627035e-05 0;8.97581301627035e-05 0]
1148,0,0,0,0,0[-0.000890707760578269 -0.000387482639680808;-0.000894784357998026 -0.000320686663136116;-0.000895502617041845 -0.000301047891639085],[9.15899287374526e-05 0;9.15899287374526e-05 0;9.15899287374526e-05 0]
1160,0,0,0,0,0[-0.000889587315667573 -0.000387482639680808;-0.00089366391308733 -0.000320686663136116;-0.000894382172131149 -0.000301047891639085],[9.34217273122016e-05 0;9.34217273122016e-05 0;9.34217273122016e-05 0]
1173,0,0,0,0,0[-0.000888348246593802 -0.000387482639680808;-0.000892424844013559 -0.000320686663136116;-0.000893143103057379 -0.000301047891639085],[9.52535258869507e-05 0;9.52535258869507e-05 0;9.52535258869507e-05 0]
1184,0,0,0,0,0[-0.0008872808946609 -0.000387482639680808;-0.000891357492080657 -0.000320686663136116;-0.000892075751124477 -0.000301047891639085],[9.70853244616997e-05 0;9.70853244616997e-05 0;9.70853244616997e-05 0]
1196,0,0,0,0,0[-0.000886093786548288 -0.000387482639680808;-0.000890170383968045 -0.000320686663136116;-0.000890888643011864 -0.000301047891639085],[9.89171230364488e-05 0;9.89171230364488e-05 0;9.89171230364488e-05 0]
1208,0,0,0,0,0[-0.000884884694952108 -0.000387482639680808;-0.000888961292371865 -0.000320686663136116;-0.000889679551415685 -0.000301047891639085],[0.000100748921611198 0;0.000100748921611198 0;0.000100748921611198 0]
1219,0,0,0,0,0[-0.000883756144243276 -0.000387482639680808;-0.000887832741663033 -0.000320686663136116;-0.000888551000706852 -0.000301047891639085],[0.000102580720185947 0;0.000102580720185947 0;0.000102580720185947 0]
1230,0,0,0,0,0[-0.000882607440843214 -0.000387482639680808;-0.000886684038262971 -0.000320686663136116;-0.00088740229730679 -0.000301047891639085],[0.000104412518760696 0;0.000104412518760696 0;0.000104412518760696 0]
1241,0,0,0,0,0[-0.000881439395331736 -0.000387482639680808;-0.000885515992751493 -0.000320686663136116;-0.000886234251795313 -0.000301047891639085],[0.000106244317335445 0;0.000106244317335445 0;0.000106244317335445 0]
1265,0,0,0,0,0[-0.000878845344270842 -0.000387482639680808;-0.000882921941690599 -0.000320686663136116;-0.000883640200734419 -0.000301047891639085],[0.000108076115910194 0;0.000108076115910194 0;0.000108076115910194 0]
1277,0,0,0,0,0[-0.000877526335256829 -0.000387482639680808;-0.000881602932676586 -0.000320686663136116;-0.000882321191720405 -0.000301047891639085],[0.000109907914484943 0;0.000109907914484943 0;0.000109907914484943 0]
1296,0,0,0,0,0[-0.000875403594431033 -0.000387482639680808;-0.00087948019185079 -0.000320686663136116;-0.00088019845089461 -0.000301047891639085],[0.000111739713059692 0;0.000111739713059692 0;0.000111739713059692 0]
1307,0,0,0,0,0[-0.000874154127574826 -0.000387482639680808;-0.000878230724994583 -0.000320686663136116;-0.000878948984038402 -0.000301047891639085],[0.000113571511634441 0;0.000113571511634441 0;0.000113571511634441 0]
1327,0,0,0,0,0[-0.000871846448771891 -0.000387482639680808;-0.000875923046191648 -0.000320686663136116;-0.000876641305235467 -0.000301047891639085],[0.00011540331020919 0;0.00011540331020919 0;0.00011540331020919 0]
1338,0,0,0,0,0[-0.000870556676533224 -0.000387482639680808;-0.000874633273952981 -0.000320686663136116;-0.000875351532996801 -0.000301047891639085],[0.000117235108783939 0;0.000117235108783939 0;0.000117235108783939 0]
1350,0,0,0,0,0[-0.000869127750101376 -0.000387482639680808;-0.000873204347521133 -0.000320686663136116;-0.000873922606564953 -0.000301047891639085],[0.000119066907358688 0;0.000119066907358688 0;0.000119066907358688 0]
1361,0,0,0,0,0[-0.000867796750096326 -0.000387482639680808;-0.000871873347516083 -0.000320686663136116;-0.000872591606559903 -0.000301047891639085],[0.000120898705933437 0;0.000120898705933437 0;0.000120898705933437 0]
1372,0,0,0,0,0[-0.000866448392502852 -0.000387482639680808;-0.000870524989922609 -0.000320686663136116;-0.000871243248966429 -0.000301047891639085],[0.000122730504508187 0;0.000122730504508187 0;0.000122730504508187 0]
1384,0,0,0,0,0[-0.000864953515620303 -0.000387482639680808;-0.00086903011304006 -0.000320686663136116;-0.00086974837208388 -0.000301047891639085],[0.000124562303082936 0;0.000124562303082936 0;0.000124562303082936 0]
1403,0,0,0,0,0[-0.000862551418244592 -0.000387482639680808;-0.000866628015664349 -0.000320686663136116;-0.000867346274708168 -0.000301047891639085],[0.000126394101657685 0;0.000126394101657685 0;0.000126394101657685 0]
1414,0,0,0,0,0[-0.00086114072985855 -0.000387482639680808;-0.000865217327278307 -0.000320686663136116;-0.000865935586322127 -0.000301047891639085],[0.000128225900232434 0;0.000128225900232434 0;0.000128225900232434 0]
1434,0,0,0,0,0[-0.000858669998733445 -0.000387482639680808;-0.000862746596153202 -0.000320686663136116;-0.000863464855197021 -0.000301047891639085],[0.000130057698807183 0;0.000130057698807183 0;0.000130057698807183 0]
1445,0,0,0,0,0[-0.000857087187916628 -0.000387482639680808;-0.000861163785336385 -0.000320686663136116;-0.000861882044380205 -0.000301047891639085],[0.000131889497381932 0;0.000131889497381932 0;0.000131889497381932 0]
1465,0,0,0,0,0[-0.000854413210891005 -0.000387482639680808;-0.000858489808310762 -0.000320686663136116;-0.000859208067354582 -0.000301047891639085],[0.000133721295956681 0;0.000133721295956681 0;0.000133721295956681 0]
1476,0,0,0,0,0[-0.000852921911740047 -0.000387482639680808;-0.000856998509159804 -0.000320686663136116;-0.000857716768203624 -0.000301047891639085],[0.00013555309453143 0;0.00013555309453143 0;0.00013555309453143 0]
1497,0,0,0,0,0[-0.000850036317481004 -0.000387482639680808;-0.000854112914900761 -0.000320686663136116;-0.000854831173944581 -0.000301047891639085],[0.000137384893106179 0;0.000137384893106179 0;0.000137384893106179 0]
1509,0,0,0,0,0[-0.00084836557272992 -0.000387482639680808;-0.000852442170149677 -0.000320686663136116;-0.000853160429193497 -0.000301047891639085],[0.000139216691680928 0;0.000139216691680928 0;0.000139216691680928 0]
1526,0,0,0,0,0[-0.000845967989445239 -0.000387482639680808;-0.000850044586864996 -0.000320686663136116;-0.000850762845908816 -0.000301047891639085],[0.000141048490255677 0;0.000141048490255677 0;0.000141048490255677 0]
1538,0,0,0,0,0[-0.000844253277727022 -0.000387482639680808;-0.000848329875146779 -0.000320686663136116;-0.000849048134190598 -0.000301047891639085],[0.000142880288830426 0;0.000142880288830426 0;0.000142880288830426 0]
1557,0,0,0,0,0[-0.000841504154362467 -0.000387482639680808;-0.000845580751782224 -0.000320686663136116;-0.000846299010826044 -0.000301047891639085],[0.000144712087405175 0;0.000144712087405175 0;0.000144712087405175 0]
1575,0.33333,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000843822073096872 -0.000320686663136116;-0.000844540332140692 -0.000301047891639085],[0.000146543885979924 0;0.000146543885979924 0;0.000146543885979924 0]
1587,0.33333,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000841150513835176 -0.000320686663136116;-0.000841868772878996 -0.000301047891639085],[0 0;0.000148375684554673 0;0.000148375684554673 0]
1602,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0.000150207483129422 0;0.000150207483129422 0]
1632,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1648,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1664,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1676,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1694,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1706,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1717,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1728,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1742,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1756,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1769,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1789,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1806,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1819,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1832,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1844,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1864,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1876,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1894,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1906,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1918,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1930,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1942,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1956,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1968,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1986,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
1998,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2018,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2030,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2042,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2063,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2075,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2093,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2123,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2139,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2152,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2164,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2186,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2197,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2217,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2228,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2247,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2258,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2269,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2281,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2293,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2305,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2323,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2382,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2400,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2415,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2427,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2442,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
2456,1,0,0,0,0[-0.000839745475677115 -0.000387482639680808;-0.000838898639259757 -0.000320686663136116;-0.000839616898303577 -0.000301047891639085],[0 0;0 0;0 0]
