,MASS: 7.2001e-14 SIZE: 3.939e-06,
FORCE:0.45,8.01
FORCE:0.5,8.01
FORCE:0.75,8.01
FORCE:1,8.01
FORCE:1.5,5.9
FORCE:2,4.43
FORCE:2.25,4.1
