F:\Uni\Simulations\SwarmSimulation
66,0,0,0,0,0[-0.000944423234652606 -0.000341532058799122;-0.000948646818484381 -0.000311409843190106;-0.000948287793706546 -0.000364266804510978],[4.07066349944233e-06 0;4.07066349944233e-06 0;4.07066349944233e-06 0]
89,0,0,0,0,0[-0.000944179004780783 -0.000341532058799122;-0.000948402588612558 -0.000311409843190106;-0.000948043563834723 -0.000364266804510978],[8.14132699888466e-06 0;8.14132699888466e-06 0;8.14132699888466e-06 0]
145,0,0,0,0,0[-0.00094349513629432 -0.000341532058799122;-0.000947718720126095 -0.000311409843190106;-0.00094735969534826 -0.000364266804510978],[1.2211990498327e-05 0;1.2211990498327e-05 0;1.2211990498327e-05 0]
173,0,0,0,0,0[-0.000943022950260342 -0.000341532058799122;-0.000947246534092117 -0.000311409843190106;-0.000946887509314282 -0.000364266804510978],[1.62826539977693e-05 0;1.62826539977693e-05 0;1.62826539977693e-05 0]
262,0,0,0,0,0[-0.000941292781623608 -0.000341532058799122;-0.000945516365455384 -0.000311409843190106;-0.000945157340677549 -0.000364266804510978],[2.03533174972117e-05 0;2.03533174972117e-05 0;2.03533174972117e-05 0]
275,0,0,0,0,0[-0.000940877615686867 -0.000341532058799122;-0.000945101199518642 -0.000311409843190106;-0.000944742174740807 -0.000364266804510978],[2.4423980996654e-05 0;2.4423980996654e-05 0;2.4423980996654e-05 0]
322,0,0,0,0,0[-0.000939538450875954 -0.000341532058799122;-0.00094376203470773 -0.000311409843190106;-0.000943403009929895 -0.000364266804510978],[2.84946444960963e-05 0;2.84946444960963e-05 0;2.84946444960963e-05 0]
364,0,0,0,0,0[-0.000938170713903028 -0.000341532058799122;-0.000942394297734803 -0.000311409843190106;-0.000942035272956968 -0.000364266804510978],[3.25653079955387e-05 0;3.25653079955387e-05 0;3.25653079955387e-05 0]
430,0,0,0,0,0[-0.000935752670465809 -0.000341532058799122;-0.000939976254297585 -0.000311409843190106;-0.00093961722951975 -0.000364266804510978],[3.6635971494981e-05 0;3.6635971494981e-05 0;3.6635971494981e-05 0]
467,0,0,0,0,0[-0.000934246420620511 -0.000341532058799122;-0.000938470004452286 -0.000311409843190106;-0.000938110979674451 -0.000364266804510978],[4.07066349944233e-05 0;4.07066349944233e-05 0;4.07066349944233e-05 0]
522,0,0,0,0,0[-0.000931783655538401 -0.000341532058799122;-0.000936007239370177 -0.000311409843190106;-0.000935648214592342 -0.000364266804510978],[4.47772984938657e-05 0;4.47772984938657e-05 0;4.47772984938657e-05 0]
565,0,0,0,0,0[-0.000929683228950005 -0.000341532058799122;-0.00093390681278178 -0.000311409843190106;-0.000933547788003945 -0.000364266804510978],[4.8847961993308e-05 0;4.8847961993308e-05 0;4.8847961993308e-05 0]
626,0,0,0,0,0[-0.000926455754796951 -0.000341532058799122;-0.000930679338628727 -0.000311409843190106;-0.000930320313850892 -0.000364266804510978],[5.29186254927503e-05 0;5.29186254927503e-05 0;5.29186254927503e-05 0]
663,0,0,0,0,0[-0.000924347005013534 -0.000341532058799122;-0.000928570588845309 -0.000311409843190106;-0.000928211564067474 -0.000364266804510978],[5.69892889921926e-05 0;5.69892889921926e-05 0;5.69892889921926e-05 0]
724,0,0,0,0,0[-0.00092062206467446 -0.000341532058799122;-0.000924845648506235 -0.000311409843190106;-0.0009244866237284 -0.000364266804510978],[6.1059952491635e-05 0;6.1059952491635e-05 0;6.1059952491635e-05 0]
770,0,0,0,0,0[-0.000917626211373906 -0.000341532058799122;-0.000921849795205681 -0.000311409843190106;-0.000921490770427846 -0.000364266804510978],[6.51306159910773e-05 0;6.51306159910773e-05 0;6.51306159910773e-05 0]
814,0,0,0,0,0[-0.000914580915810388 -0.000341532058799122;-0.000918804499642164 -0.000311409843190106;-0.000918445474864329 -0.000364266804510978],[6.92012794905196e-05 0;6.92012794905196e-05 0;6.92012794905196e-05 0]
877,0,0,0,0,0[-0.000909965083037042 -0.000341532058799122;-0.000914188666868817 -0.000311409843190106;-0.000913829642090982 -0.000364266804510978],[7.3271942989962e-05 0;7.3271942989962e-05 0;7.3271942989962e-05 0]
915,0,0,0,0,0[-0.000907025908210048 -0.000341532058799122;-0.000911249492041823 -0.000311409843190106;-0.000910890467263988 -0.000364266804510978],[7.73426064894043e-05 0;7.73426064894043e-05 0;7.73426064894043e-05 0]
971,0,0,0,0,0[-0.000902466784966959 -0.000341532058799122;-0.000906690368798734 -0.000311409843190106;-0.0009063313440209 -0.000364266804510978],[8.14132699888466e-05 0;8.14132699888466e-05 0;8.14132699888466e-05 0]
1014,0,0,0,0,0[-0.000898791038437266 -0.000341532058799122;-0.000903014622269041 -0.000311409843190106;-0.000902655597491206 -0.000364266804510978],[8.54839334882889e-05 0;8.54839334882889e-05 0;8.54839334882889e-05 0]
1079,0,0,0,0,0[-0.000892970454241263 -0.000341532058799122;-0.000897194038073038 -0.000311409843190106;-0.000896835013295203 -0.000364266804510978],[8.95545969877313e-05 0;8.95545969877313e-05 0;8.95545969877313e-05 0]
1126,0,0,0,0,0[-0.000888569626987071 -0.000341532058799122;-0.000892793210818846 -0.000311409843190106;-0.000892434186041011 -0.000364266804510978],[9.36252604871736e-05 0;9.36252604871736e-05 0;9.36252604871736e-05 0]
1165,0,0,0,0,0[-0.000884760088203077 -0.000341532058799122;-0.000888983672034852 -0.000311409843190106;-0.000888624647257018 -0.000364266804510978],[9.76959239866159e-05 0;9.76959239866159e-05 0;9.76959239866159e-05 0]
