F:\Uni\Simulations\SwarmSimulation
45,0,0,0,0,0[-0.000947051739990782 -0.000340776248603752;-0.000948868738988941 -0.000328696648059924;-0.000947305268544166 -0.000371104840019145],[2.03533174972117e-06 0;2.03533174972117e-06 0;2.03533174972117e-06 0]
74,0,0,0,0,0[-0.000946905214490368 -0.000340776248603752;-0.000948722213488527 -0.000328696648059924;-0.000947158743043751 -0.000371104840019145],[4.07066349944233e-06 0;4.07066349944233e-06 0;4.07066349944233e-06 0]
137,0,0,0,0,0[-0.000946514412533083 -0.000340776248603752;-0.000948331411531242 -0.000328696648059924;-0.000946767941086466 -0.000371104840019145],[6.1059952491635e-06 0;6.1059952491635e-06 0;6.1059952491635e-06 0]
169,0,0,0,0,0[-0.000946262045806425 -0.000340776248603752;-0.000948079044804584 -0.000328696648059924;-0.000946515574359808 -0.000371104840019145],[8.14132699888466e-06 0;8.14132699888466e-06 0;8.14132699888466e-06 0]
246,0,0,0,0,0[-0.00094550899852552 -0.000340776248603752;-0.000947325997523679 -0.000328696648059924;-0.000945762527078904 -0.000371104840019145],[1.01766587486058e-05 0;1.01766587486058e-05 0;1.01766587486058e-05 0]
265,0,0,0,0,0[-0.000945240202805705 -0.000340776248603752;-0.000947057201803864 -0.000328696648059924;-0.000945493731359088 -0.000371104840019145],[1.2211990498327e-05 0;1.2211990498327e-05 0;1.2211990498327e-05 0]
327,0,0,0,0,0[-0.000944342679766443 -0.000340776248603752;-0.000946159678764602 -0.000328696648059924;-0.000944596208319826 -0.000371104840019145],[1.42473222480482e-05 0;1.42473222480482e-05 0;1.42473222480482e-05 0]
365,0,0,0,0,0[-0.000943723906118655 -0.000340776248603752;-0.000945540905116814 -0.000328696648059924;-0.000943977434672038 -0.000371104840019145],[1.62826539977693e-05 0;1.62826539977693e-05 0;1.62826539977693e-05 0]
415,0,0,0,0,0[-0.000942808090684364 -0.000340776248603752;-0.000944625089682523 -0.000328696648059924;-0.000943061619237748 -0.000371104840019145],[1.83179857474905e-05 0;1.83179857474905e-05 0;1.83179857474905e-05 0]
465,0,0,0,0,0[-0.000941790362696108 -0.000340776248603752;-0.000943607361694267 -0.000328696648059924;-0.000942043891249491 -0.000371104840019145],[2.03533174972117e-05 0;2.03533174972117e-05 0;2.03533174972117e-05 0]
514,0,0,0,0,0[-0.000940693238259821 -0.000340776248603752;-0.00094251023725798 -0.000328696648059924;-0.000940946766813204 -0.000371104840019145],[2.23886492469328e-05 0;2.23886492469328e-05 0;2.23886492469328e-05 0]
576,0,0,0,0,0[-0.000939179037899875 -0.000340776248603752;-0.000940996036898034 -0.000328696648059924;-0.000939432566453258 -0.000371104840019145],[2.4423980996654e-05 0;2.4423980996654e-05 0;2.4423980996654e-05 0]
621,0,0,0,0,0[-0.000937988417274737 -0.000340776248603752;-0.000939805416272896 -0.000328696648059924;-0.00093824194582812 -0.000371104840019145],[2.64593127463752e-05 0;2.64593127463752e-05 0;2.64593127463752e-05 0]
666,0,0,0,0,0[-0.00093670599305078 -0.000340776248603752;-0.000938522992048939 -0.000328696648059924;-0.000936959521604163 -0.000371104840019145],[2.84946444960963e-05 0;2.84946444960963e-05 0;2.84946444960963e-05 0]
729,0,0,0,0,0[-0.000934782729395219 -0.000340776248603752;-0.000936599728393378 -0.000328696648059924;-0.000935036257948602 -0.000371104840019145],[3.05299762458175e-05 0;3.05299762458175e-05 0;3.05299762458175e-05 0]
765,0,0,0,0,0[-0.0009336105253919 -0.000340776248603752;-0.000935427524390059 -0.000328696648059924;-0.000933864053945284 -0.000371104840019145],[3.25653079955387e-05 0;3.25653079955387e-05 0;3.25653079955387e-05 0]
819,0,0,0,0,0[-0.00093174206127968 -0.000340776248603752;-0.000933559060277839 -0.000328696648059924;-0.000931995589833063 -0.000371104840019145],[3.46006397452598e-05 0;3.46006397452598e-05 0;3.46006397452598e-05 0]
865,0,0,0,0,0[-0.000930056893798118 -0.000340776248603752;-0.000931873892796278 -0.000328696648059924;-0.000930310422351502 -0.000371104840019145],[3.6635971494981e-05 0;3.6635971494981e-05 0;3.6635971494981e-05 0]
926,0,0,0,0,0[-0.000927697764916705 -0.000340776248603752;-0.000929514763914864 -0.000328696648059924;-0.000927951293470088 -0.000371104840019145],[3.86713032447021e-05 0;3.86713032447021e-05 0;3.86713032447021e-05 0]
966,0,0,0,0,0[-0.000926069462248891 -0.000340776248603752;-0.00092788646124705 -0.000328696648059924;-0.000926322990802274 -0.000371104840019145],[4.07066349944233e-05 0;4.07066349944233e-05 0;4.07066349944233e-05 0]
1020,0,0,0,0,0[-0.000923804078009911 -0.000340776248603752;-0.00092562107700807 -0.000328696648059924;-0.000924057606563294 -0.000371104840019145],[4.27419667441445e-05 0;4.27419667441445e-05 0;4.27419667441445e-05 0]
1076,0,0,0,0,0[-0.000921251807524623 -0.000340776248603752;-0.000923068806522782 -0.000328696648059924;-0.000921505336078006 -0.000371104840019145],[4.47772984938656e-05 0;4.47772984938656e-05 0;4.47772984938656e-05 0]
1126,0,0,0,0,0[-0.000918957820066931 -0.000340776248603752;-0.00092077481906509 -0.000328696648059924;-0.000919211348620314 -0.000371104840019145],[4.68126302435868e-05 0;4.68126302435868e-05 0;4.68126302435868e-05 0]
