,MASS: 4.6551e-10 SIZE: 5.6e-06,
FORCE:0.45,10
FORCE:0.5,10
FORCE:0.75,10
FORCE:1,10
FORCE:1.5,8.27
FORCE:2,6.265
FORCE:2.25,5.64
