,MASS: 4.6551e-10 SIZE: 5.6e-06,
FORCE:0.45,2.35
FORCE:0.5,2.06
FORCE:0.75,1.365
FORCE:1,1.045
FORCE:1.5,0.705
FORCE:2,0.46
FORCE:2.25,0.465
