D:\Uni\Simulations\SwarmSimulation
1.6667e-05,0,4.2411e-13,0,0,7.9543e-13,-0.00094531
3.3333e-05,0,8.2701e-13,1.6793e-19,0,8.0339e-11,-0.00094531
5e-05,0,1.2098e-12,1.6961e-17,0,8.1142e-09,-0.00094531
6.6667e-05,0,1.5734e-12,1.713e-15,0,8.1951e-07,-0.00094531
8.3333e-05,0,1.9188e-12,1.7301e-13,0,7.1541e-05,-0.00094531
0.0001,0,2.247e-12,1.5103e-11,0,-0.00037596,-0.00094531
0.00011667,0,2.5587e-12,-7.9372e-11,0,0.00035504,-0.00094532
0.00013333,0,2.8549e-12,7.4954e-11,0,-0.0003971,-0.00094531
0.00015,0,3.1363e-12,-8.3833e-11,0,0.00031586,-0.00094532
0.00016667,0,3.4036e-12,6.6683e-11,0,-0.00048234,-0.00094531
0.00018333,0,3.6575e-12,-1.0183e-10,0,0.00014964,-0.00094533
0.0002,0,3.8987e-12,3.1591e-11,0,-0.00064973,-0.00094532
0.00021667,0,4.1279e-12,-1.3717e-10,0,-0.00014364,-0.00094535
0.00023333,0,4.3456e-12,-3.0324e-11,0,0.0015058,-0.00094535
0.00025,0,4.5524e-12,3.179e-10,0,0.0012484,-0.0009453
0.00026667,0,4.7489e-12,2.6355e-10,0,0.00094137,-0.00094528
0.00028333,0,4.9356e-12,1.9874e-10,0,0.00055324,-0.00094527
0.0003,0,5.1129e-12,1.168e-10,0,-2.6635e-05,-0.00094526
0.00031667,0,5.2814e-12,-5.623e-12,0,0.00012262,-0.00094527
0.00033333,0,5.4414e-12,2.5888e-11,0,-0.0002617,-0.00094526
0.00035,0,5.5935e-12,-5.5248e-11,0,0.0013653,-0.00094528
0.00036667,0,5.7379e-12,2.8824e-10,0,0.0010895,-0.00094521
0.00038333,0,5.8751e-12,2.3002e-10,0,0.00074544,-0.0009452
0.0004,0,6.0055e-12,1.5737e-10,0,0.00027941,-0.00094519
0.00041667,0,6.1293e-12,5.8988e-11,0,-0.00058843,-0.00094519
0.00043333,0,6.2469e-12,-1.2423e-10,0,-3.5162e-05,-0.0009452
0.00045,0,6.3587e-12,-7.4231e-12,0,0.00079656,-0.0009452
0.00046667,0,6.4649e-12,1.6817e-10,0,0.00035952,-0.00094518
0.00048333,0,6.5657e-12,7.5899e-11,0,-0.00040099,-0.00094517
0.0005,0,6.6615e-12,-8.4655e-11,0,0.00031122,-0.00094519
0.00051667,0,6.7526e-12,6.5703e-11,0,-0.00048606,-0.00094518
0.00053333,0,6.8391e-12,-1.0261e-10,0,0.00014503,-0.00094519
0.00055,0,6.9212e-12,3.0617e-11,0,-0.00049384,-0.00094518
0.00056667,0,6.9993e-12,-1.0426e-10,0,0.00012035,-0.00094521
0.00058333,0,7.0734e-12,2.5408e-11,0,-0.00031101,-0.0009452
0.0006,0,7.1438e-12,-6.5659e-11,0,0.00049523,-0.00094522
0.00061667,0,7.2108e-12,1.0455e-10,0,-0.00011741,-0.0009452
0.00063333,0,7.2743e-12,-2.4787e-11,0,0.00086761,-0.00094521
0.00065,0,7.3347e-12,1.8317e-10,0,0.00046465,-0.00094517
0.00066667,0,7.3921e-12,9.8094e-11,0,-0.00018565,-0.00094517
0.00068333,0,7.4466e-12,-3.9193e-11,0,0.0013677,-0.00094518
0.0007,0,7.4984e-12,2.8874e-10,0,0.0010904,-0.00094512
0.00071667,0,7.5476e-12,2.302e-10,0,0.00074678,-0.00094511
0.00073333,0,7.5943e-12,1.5766e-10,0,0.00028189,-0.0009451
0.00075,0,7.6387e-12,5.9512e-11,0,-0.0005799,-0.0009451
0.00076667,0,7.6809e-12,-1.2243e-10,0,-2.0156e-05,-0.00094511
0.00078333,0,7.7209e-12,-4.2552e-12,0,0.00074208,-0.00094511
0.0008,0,7.759e-12,1.5666e-10,0,0.00028088,-0.00094509
0.00081667,0,7.7951e-12,5.9298e-11,0,-0.00058205,-0.00094509
0.00083333,0,7.8295e-12,-1.2288e-10,0,-2.3695e-05,-0.0009451
0.00085,0,7.8621e-12,-5.0024e-12,0,0.00077363,-0.0009451
0.00086667,0,7.8931e-12,1.6332e-10,0,0.00032699,-0.00094508
0.00088333,0,7.9226e-12,6.9033e-11,0,-0.00047239,-0.00094508
0.0009,0,7.9505e-12,-9.9728e-11,0,0.0001713,-0.00094509
0.00091667,0,7.9771e-12,3.6165e-11,0,-0.00064217,-0.00094508
0.00093333,0,8.0024e-12,-1.3557e-10,0,-0.00013001,-0.00094511
